,State,Year,Month,Drug Name,Death Count
15596,NJ,2019,December,Percent with drugs specified,98.4504504504505
15597,NJ,2019,December,Natural & semi-synthetic opioids (T40.2),353.0
15598,NJ,2019,December,Number of Drug Overdose Deaths,2775.0
15599,NJ,2019,December,Number of Deaths,74281.0
15600,NJ,2019,February,Psychostimulants with abuse potential (T43.6),145.0
15601,NJ,2019,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",490.0
15602,NJ,2019,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2412.0
15603,NJ,2019,February,Methadone (T40.3),119.0
15604,NJ,2019,February,"Synthetic opioids, excl. methadone (T40.4)",2229.0
15605,NJ,2019,February,Cocaine (T40.5),853.0
15606,NJ,2019,February,Number of Deaths,74186.0
15607,NJ,2019,February,Heroin (T40.1),1264.0
15608,NJ,2019,February,"Opioids (T40.0-T40.4,T40.6)",2559.0
15609,NJ,2019,February,Percent with drugs specified,97.7614550542148
15610,NJ,2019,February,Number of Drug Overdose Deaths,2859.0
15611,NJ,2019,February,Natural & semi-synthetic opioids (T40.2),388.0
15612,NJ,2019,January,Cocaine (T40.5),843.0
15613,NJ,2019,January,Methadone (T40.3),118.0
15614,NJ,2019,January,"Opioids (T40.0-T40.4,T40.6)",2524.0
15615,NJ,2019,January,Natural & semi-synthetic opioids (T40.2),399.0
15616,NJ,2019,January,Psychostimulants with abuse potential (T43.6),141.0
15617,NJ,2019,January,Number of Deaths,74277.0
15618,NJ,2019,January,Percent with drugs specified,97.69421780773321
15619,NJ,2019,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2374.0
15620,NJ,2019,January,Heroin (T40.1),1255.0
15621,NJ,2019,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",499.0
15622,NJ,2019,January,"Synthetic opioids, excl. methadone (T40.4)",2186.0
15623,NJ,2019,January,Number of Drug Overdose Deaths,2819.0
15624,NJ,2019,July,Number of Deaths,74187.0
15625,NJ,2019,July,Methadone (T40.3),107.0
15626,NJ,2019,July,Cocaine (T40.5),817.0
15627,NJ,2019,July,"Opioids (T40.0-T40.4,T40.6)",2446.0
15628,NJ,2019,July,"Synthetic opioids, excl. methadone (T40.4)",2141.0
15629,NJ,2019,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",442.0
15630,NJ,2019,July,Heroin (T40.1),1143.0
15631,NJ,2019,July,Natural & semi-synthetic opioids (T40.2),347.0
15632,NJ,2019,July,Number of Drug Overdose Deaths,2730.0
15633,NJ,2019,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2316.0
15634,NJ,2019,July,Percent with drugs specified,97.8021978021978
15635,NJ,2019,July,Psychostimulants with abuse potential (T43.6),156.0
15636,NJ,2019,June,Cocaine (T40.5),798.0
15637,NJ,2019,June,Psychostimulants with abuse potential (T43.6),152.0
15638,NJ,2019,June,Number of Deaths,74225.0
15639,NJ,2019,June,Number of Drug Overdose Deaths,2721.0
15640,NJ,2019,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",444.0
15641,NJ,2019,June,Methadone (T40.3),117.0
15642,NJ,2019,June,"Synthetic opioids, excl. methadone (T40.4)",2116.0
15643,NJ,2019,June,Natural & semi-synthetic opioids (T40.2),342.0
15644,NJ,2019,June,"Opioids (T40.0-T40.4,T40.6)",2431.0
15645,NJ,2019,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2294.0
15646,NJ,2019,June,Heroin (T40.1),1150.0
15647,NJ,2019,June,Percent with drugs specified,97.7581771407571
15648,NJ,2019,March,Number of Deaths,74248.0
15649,NJ,2019,March,Psychostimulants with abuse potential (T43.6),145.0
15650,NJ,2019,March,Percent with drugs specified,97.75160599571741
15651,NJ,2019,March,Methadone (T40.3),112.0
15652,NJ,2019,March,Number of Drug Overdose Deaths,2802.0
15653,NJ,2019,March,"Opioids (T40.0-T40.4,T40.6)",2515.0
15654,NJ,2019,March,Natural & semi-synthetic opioids (T40.2),364.0
15655,NJ,2019,March,"Synthetic opioids, excl. methadone (T40.4)",2199.0
15656,NJ,2019,March,Cocaine (T40.5),815.0
15657,NJ,2019,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2373.0
15658,NJ,2019,March,Heroin (T40.1),1254.0
15659,NJ,2019,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",463.0
15660,NJ,2019,May,Cocaine (T40.5),798.0
15661,NJ,2019,May,Methadone (T40.3),118.0
15662,NJ,2019,May,"Synthetic opioids, excl. methadone (T40.4)",2132.0
15663,NJ,2019,May,Psychostimulants with abuse potential (T43.6),140.0
15664,NJ,2019,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2312.0
15665,NJ,2019,May,Natural & semi-synthetic opioids (T40.2),341.0
15666,NJ,2019,May,Number of Drug Overdose Deaths,2749.0
15667,NJ,2019,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",444.0
15668,NJ,2019,May,"Opioids (T40.0-T40.4,T40.6)",2458.0
15669,NJ,2019,May,Number of Deaths,74213.0
15670,NJ,2019,May,Heroin (T40.1),1187.0
15671,NJ,2019,May,Percent with drugs specified,97.671880683885
15672,NJ,2019,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",447.0
15673,NJ,2019,November,"Synthetic opioids, excl. methadone (T40.4)",2173.0
15674,NJ,2019,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2347.0
15675,NJ,2019,November,Methadone (T40.3),109.0
15676,NJ,2019,November,"Opioids (T40.0-T40.4,T40.6)",2460.0
15677,NJ,2019,November,Cocaine (T40.5),859.0
15678,NJ,2019,November,Psychostimulants with abuse potential (T43.6),189.0
15679,NJ,2019,November,Natural & semi-synthetic opioids (T40.2),349.0
15680,NJ,2019,November,Number of Drug Overdose Deaths,2738.0
15681,NJ,2019,November,Percent with drugs specified,98.35646457268079
15682,NJ,2019,November,Number of Deaths,73954.0
15683,NJ,2019,November,Heroin (T40.1),1047.0
15684,NJ,2019,October,Number of Drug Overdose Deaths,2695.0
15685,NJ,2019,October,Cocaine (T40.5),840.0
15686,NJ,2019,October,Number of Deaths,73928.0
15687,NJ,2019,October,Heroin (T40.1),1042.0
15688,NJ,2019,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2306.0
15689,NJ,2019,October,Psychostimulants with abuse potential (T43.6),183.0
15690,NJ,2019,October,"Opioids (T40.0-T40.4,T40.6)",2418.0
15691,NJ,2019,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",425.0
15692,NJ,2019,October,Percent with drugs specified,98.03339517625228
15693,NJ,2019,October,Natural & semi-synthetic opioids (T40.2),326.0
15694,NJ,2019,October,"Synthetic opioids, excl. methadone (T40.4)",2145.0
15695,NJ,2019,October,Methadone (T40.3),110.0
15696,NJ,2019,September,Cocaine (T40.5),830.0
15697,NJ,2019,September,"Synthetic opioids, excl. methadone (T40.4)",2150.0
15698,NJ,2019,September,"Opioids (T40.0-T40.4,T40.6)",2437.0
15699,NJ,2019,September,Psychostimulants with abuse potential (T43.6),171.0
15700,NJ,2019,September,Methadone (T40.3),117.0
15701,NJ,2019,September,Natural & semi-synthetic opioids (T40.2),334.0
15702,NJ,2019,September,Number of Drug Overdose Deaths,2721.0
15703,NJ,2019,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",438.0
15704,NJ,2019,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2321.0
15705,NJ,2019,September,Number of Deaths,74024.0
15706,NJ,2019,September,Heroin (T40.1),1079.0
15707,NJ,2019,September,Percent with drugs specified,97.97868430724002
15708,NJ,2020,April,Psychostimulants with abuse potential (T43.6),235.0
15709,NJ,2020,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2513.0
15710,NJ,2020,April,Number of Deaths,87870.0
15711,NJ,2020,April,Heroin (T40.1),974.0
15712,NJ,2020,April,Methadone (T40.3),110.0
15713,NJ,2020,April,"Opioids (T40.0-T40.4,T40.6)",2598.0
15714,NJ,2020,April,Cocaine (T40.5),933.0
15715,NJ,2020,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",484.0
15716,NJ,2020,April,Percent with drugs specified,98.20998278829599
15717,NJ,2020,April,Natural & semi-synthetic opioids (T40.2),385.0
15718,NJ,2020,April,Number of Drug Overdose Deaths,2905.0
15719,NJ,2020,April,"Synthetic opioids, excl. methadone (T40.4)",2334.0
15720,NJ,2020,February,Cocaine (T40.5),910.0
15721,NJ,2020,February,Number of Deaths,74385.0
15722,NJ,2020,February,Psychostimulants with abuse potential (T43.6),212.0
15723,NJ,2020,February,Methadone (T40.3),113.0
15724,NJ,2020,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",466.0
15725,NJ,2020,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2445.0
15726,NJ,2020,February,Percent with drugs specified,98.4126984126984
15727,NJ,2020,February,"Synthetic opioids, excl. methadone (T40.4)",2264.0
15728,NJ,2020,February,Number of Drug Overdose Deaths,2835.0
15729,NJ,2020,February,Heroin (T40.1),1009.0
15730,NJ,2020,February,"Opioids (T40.0-T40.4,T40.6)",2545.0
15731,NJ,2020,February,Natural & semi-synthetic opioids (T40.2),365.0
15732,NJ,2020,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",457.0
15733,NJ,2020,January,Psychostimulants with abuse potential (T43.6),210.0
15734,NJ,2020,January,"Opioids (T40.0-T40.4,T40.6)",2549.0
15735,NJ,2020,January,Cocaine (T40.5),915.0
15736,NJ,2020,January,Percent with drugs specified,98.55786141399929
15737,NJ,2020,January,Methadone (T40.3),111.0
15738,NJ,2020,January,Number of Deaths,74406.0
15739,NJ,2020,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2449.0
15740,NJ,2020,January,Natural & semi-synthetic opioids (T40.2),356.0
15741,NJ,2020,January,Heroin (T40.1),1027.0
15742,NJ,2020,January,"Synthetic opioids, excl. methadone (T40.4)",2274.0
15743,NJ,2020,January,Number of Drug Overdose Deaths,2843.0
15744,NJ,2020,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",472.0
15745,NJ,2020,March,Psychostimulants with abuse potential (T43.6),222.0
15746,NJ,2020,March,Methadone (T40.3),109.0
15747,NJ,2020,March,"Synthetic opioids, excl. methadone (T40.4)",2297.0
15748,NJ,2020,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2479.0
15749,NJ,2020,March,Percent with drugs specified,98.3298538622129
15750,NJ,2020,March,"Opioids (T40.0-T40.4,T40.6)",2574.0
15751,NJ,2020,March,Cocaine (T40.5),934.0
15752,NJ,2020,March,Number of Deaths,75697.0
15753,NJ,2020,March,Natural & semi-synthetic opioids (T40.2),375.0
15754,NJ,2020,March,Number of Drug Overdose Deaths,2874.0
15755,NJ,2020,March,Heroin (T40.1),988.0
15756,NM,2016,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",202.0
15757,NM,2016,April,Cocaine (T40.5),52.0
15758,NM,2016,April,Number of Drug Overdose Deaths,497.0
15759,NM,2016,April,Psychostimulants with abuse potential (T43.6),114.0
15760,NM,2016,April,Number of Deaths,17421.0
15761,NM,2016,April,Methadone (T40.3),38.0
15762,NM,2016,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",228.0
15763,NM,2016,April,Heroin (T40.1),158.0
15764,NM,2016,April,"Opioids (T40.0-T40.4,T40.6)",363.0
15765,NM,2016,April,Natural & semi-synthetic opioids (T40.2),169.0
15766,NM,2016,April,Percent with drugs specified,97.9879275653924
15767,NM,2016,April,"Synthetic opioids, excl. methadone (T40.4)",48.0
15768,NM,2016,August,Heroin (T40.1),154.0
15769,NM,2016,August,Methadone (T40.3),42.0
15770,NM,2016,August,Psychostimulants with abuse potential (T43.6),126.0
15771,NM,2016,August,Percent with drugs specified,97.979797979798
15772,NM,2016,August,Number of Deaths,17651.0
15773,NM,2016,August,"Opioids (T40.0-T40.4,T40.6)",349.0
15774,NM,2016,August,Cocaine (T40.5),57.0
15775,NM,2016,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",195.0
15776,NM,2016,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",232.0
15777,NM,2016,August,"Synthetic opioids, excl. methadone (T40.4)",58.0
15778,NM,2016,August,Natural & semi-synthetic opioids (T40.2),158.0
15779,NM,2016,August,Number of Drug Overdose Deaths,495.0
15780,NM,2016,December,Number of Drug Overdose Deaths,494.0
15781,NM,2016,December,Natural & semi-synthetic opioids (T40.2),158.0
15782,NM,2016,December,"Opioids (T40.0-T40.4,T40.6)",356.0
15783,NM,2016,December,Number of Deaths,17768.0
15784,NM,2016,December,Heroin (T40.1),164.0
15785,NM,2016,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",245.0
15786,NM,2016,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",193.0
15787,NM,2016,December,Cocaine (T40.5),56.0
15788,NM,2016,December,Psychostimulants with abuse potential (T43.6),135.0
15789,NM,2016,December,Methadone (T40.3),44.0
15790,NM,2016,December,"Synthetic opioids, excl. methadone (T40.4)",78.0
15791,NM,2016,December,Percent with drugs specified,98.38056680161941
15792,NM,2016,February,Number of Drug Overdose Deaths,485.0
15793,NM,2016,February,Psychostimulants with abuse potential (T43.6),118.0
15794,NM,2016,February,Number of Deaths,17140.0
15795,NM,2016,February,"Synthetic opioids, excl. methadone (T40.4)",44.0
15796,NM,2016,February,Cocaine (T40.5),46.0
15797,NM,2016,February,"Opioids (T40.0-T40.4,T40.6)",347.0
15798,NM,2016,February,Natural & semi-synthetic opioids (T40.2),167.0
15799,NM,2016,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",198.0
15800,NM,2016,February,Percent with drugs specified,96.90721649484541
15801,NM,2016,February,Methadone (T40.3),35.0
15802,NM,2016,February,Heroin (T40.1),145.0
15803,NM,2016,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",220.0
15804,NM,2016,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",197.0
15805,NM,2016,January,Natural & semi-synthetic opioids (T40.2),164.0
15806,NM,2016,January,"Synthetic opioids, excl. methadone (T40.4)",39.0
15807,NM,2016,January,Methadone (T40.3),37.0
15808,NM,2016,January,Number of Deaths,16987.0
15809,NM,2016,January,Number of Drug Overdose Deaths,473.0
15810,NM,2016,January,Percent with drugs specified,96.82875264270606
15811,NM,2016,January,"Opioids (T40.0-T40.4,T40.6)",338.0
15812,NM,2016,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",216.0
15813,NM,2016,January,Heroin (T40.1),139.0
15814,NM,2016,January,Cocaine (T40.5),44.0
15815,NM,2016,January,Psychostimulants with abuse potential (T43.6),113.0
15816,NM,2016,July,Psychostimulants with abuse potential (T43.6),123.0
15817,NM,2016,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",234.0
15818,NM,2016,July,Methadone (T40.3),44.0
15819,NM,2016,July,"Opioids (T40.0-T40.4,T40.6)",354.0
15820,NM,2016,July,Cocaine (T40.5),55.0
15821,NM,2016,July,Heroin (T40.1),152.0
15822,NM,2016,July,Percent with drugs specified,98.1891348088531
15823,NM,2016,July,Number of Deaths,17593.0
15824,NM,2016,July,Natural & semi-synthetic opioids (T40.2),161.0
15825,NM,2016,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",200.0
15826,NM,2016,July,"Synthetic opioids, excl. methadone (T40.4)",56.0
15827,NM,2016,July,Number of Drug Overdose Deaths,497.0
15828,NM,2016,June,Cocaine (T40.5),51.0
15829,NM,2016,June,"Opioids (T40.0-T40.4,T40.6)",354.0
15830,NM,2016,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",234.0
15831,NM,2016,June,Psychostimulants with abuse potential (T43.6),114.0
15832,NM,2016,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",198.0
15833,NM,2016,June,"Synthetic opioids, excl. methadone (T40.4)",57.0
15834,NM,2016,June,Methadone (T40.3),44.0
15835,NM,2016,June,Number of Drug Overdose Deaths,491.0
15836,NM,2016,June,Number of Deaths,17533.0
15837,NM,2016,June,Percent with drugs specified,97.9633401221996
15838,NM,2016,June,Natural & semi-synthetic opioids (T40.2),159.0
15839,NM,2016,June,Heroin (T40.1),151.0
15840,NM,2016,March,"Opioids (T40.0-T40.4,T40.6)",358.0
15841,NM,2016,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",202.0
15842,NM,2016,March,Methadone (T40.3),38.0
15843,NM,2016,March,Natural & semi-synthetic opioids (T40.2),170.0
15844,NM,2016,March,Psychostimulants with abuse potential (T43.6),119.0
15845,NM,2016,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",227.0
15846,NM,2016,March,"Synthetic opioids, excl. methadone (T40.4)",47.0
15847,NM,2016,March,Cocaine (T40.5),52.0
15848,NM,2016,March,Percent with drugs specified,97.3895582329317
15849,NM,2016,March,Number of Deaths,17301.0
15850,NM,2016,March,Number of Drug Overdose Deaths,498.0
15851,NM,2016,March,Heroin (T40.1),149.0
15852,NM,2016,May,Cocaine (T40.5),50.0
15853,NM,2016,May,"Opioids (T40.0-T40.4,T40.6)",363.0
15854,NM,2016,May,"Synthetic opioids, excl. methadone (T40.4)",56.0
15855,NM,2016,May,Methadone (T40.3),38.0
15856,NM,2016,May,Psychostimulants with abuse potential (T43.6),115.0
15857,NM,2016,May,Percent with drugs specified,97.7867203219316
15858,NM,2016,May,Number of Deaths,17557.0
15859,NM,2016,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",236.0
15860,NM,2016,May,Natural & semi-synthetic opioids (T40.2),168.0
15861,NM,2016,May,Heroin (T40.1),158.0
15862,NM,2016,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",202.0
15863,NM,2016,May,Number of Drug Overdose Deaths,497.0
15864,NM,2016,November,Number of Deaths,17672.0
15865,NM,2016,November,Natural & semi-synthetic opioids (T40.2),154.0
15866,NM,2016,November,Heroin (T40.1),160.0
15867,NM,2016,November,Percent with drugs specified,98.3505154639175
15868,NM,2016,November,Number of Drug Overdose Deaths,485.0
15869,NM,2016,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",187.0
15870,NM,2016,November,Psychostimulants with abuse potential (T43.6),127.0
15871,NM,2016,November,"Synthetic opioids, excl. methadone (T40.4)",70.0
15872,NM,2016,November,"Opioids (T40.0-T40.4,T40.6)",347.0
15873,NM,2016,November,Methadone (T40.3),41.0
15874,NM,2016,November,Cocaine (T40.5),55.0
15875,NM,2016,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",236.0
15876,NM,2016,October,Number of Deaths,17701.0
15877,NM,2016,October,Percent with drugs specified,98.32635983263599
15878,NM,2016,October,Natural & semi-synthetic opioids (T40.2),156.0
15879,NM,2016,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",231.0
15880,NM,2016,October,Psychostimulants with abuse potential (T43.6),129.0
15881,NM,2016,October,Methadone (T40.3),39.0
15882,NM,2016,October,Number of Drug Overdose Deaths,478.0
15883,NM,2016,October,Heroin (T40.1),153.0
15884,NM,2016,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",187.0
15885,NM,2016,October,"Opioids (T40.0-T40.4,T40.6)",339.0
15886,NM,2016,October,"Synthetic opioids, excl. methadone (T40.4)",62.0
15887,NM,2016,October,Cocaine (T40.5),57.0
15888,NM,2016,September,Psychostimulants with abuse potential (T43.6),125.0
15889,NM,2016,September,Natural & semi-synthetic opioids (T40.2),159.0
15890,NM,2016,September,Number of Deaths,17636.0
15891,NM,2016,September,"Synthetic opioids, excl. methadone (T40.4)",60.0
15892,NM,2016,September,"Opioids (T40.0-T40.4,T40.6)",350.0
15893,NM,2016,September,Methadone (T40.3),42.0
15894,NM,2016,September,Percent with drugs specified,98.1670061099796
15895,NM,2016,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",195.0
15896,NM,2016,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",237.0
15897,NM,2016,September,Heroin (T40.1),153.0
15898,NM,2016,September,Number of Drug Overdose Deaths,491.0
15899,NM,2016,September,Cocaine (T40.5),57.0
15900,NM,2017,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",195.0
15901,NM,2017,April,Natural & semi-synthetic opioids (T40.2),164.0
15902,NM,2017,April,Psychostimulants with abuse potential (T43.6),157.0
15903,NM,2017,April,"Synthetic opioids, excl. methadone (T40.4)",79.0
15904,NM,2017,April,"Opioids (T40.0-T40.4,T40.6)",358.0
15905,NM,2017,April,Percent with drugs specified,98.8118811881188
15906,NM,2017,April,Number of Deaths,17789.0
15907,NM,2017,April,Methadone (T40.3),38.0
15908,NM,2017,April,Heroin (T40.1),166.0
15909,NM,2017,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",252.0
15910,NM,2017,April,Number of Drug Overdose Deaths,505.0
15911,NM,2017,April,Cocaine (T40.5),52.0
15912,NM,2017,August,Heroin (T40.1),163.0
15913,NM,2017,August,Number of Drug Overdose Deaths,505.0
15914,NM,2017,August,"Synthetic opioids, excl. methadone (T40.4)",77.0
15915,NM,2017,August,"Opioids (T40.0-T40.4,T40.6)",351.0
15916,NM,2017,August,Number of Deaths,17866.0
15917,NM,2017,August,Methadone (T40.3),34.0
15918,NM,2017,August,Natural & semi-synthetic opioids (T40.2),162.0
15919,NM,2017,August,Cocaine (T40.5),54.0
15920,NM,2017,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",189.0
15921,NM,2017,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",243.0
15922,NM,2017,August,Psychostimulants with abuse potential (T43.6),160.0
15923,NM,2017,August,Percent with drugs specified,98.8118811881188
15924,NM,2017,December,"Opioids (T40.0-T40.4,T40.6)",336.0
15925,NM,2017,December,"Synthetic opioids, excl. methadone (T40.4)",75.0
15926,NM,2017,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",174.0
15927,NM,2017,December,Percent with drugs specified,98.7854251012146
15928,NM,2017,December,Natural & semi-synthetic opioids (T40.2),147.0
15929,NM,2017,December,Number of Deaths,18060.0
15930,NM,2017,December,Psychostimulants with abuse potential (T43.6),159.0
15931,NM,2017,December,Heroin (T40.1),145.0
15932,NM,2017,December,Methadone (T40.3),32.0
15933,NM,2017,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",231.0
15934,NM,2017,December,Cocaine (T40.5),52.0
15935,NM,2017,December,Number of Drug Overdose Deaths,494.0
15936,NM,2017,February,Natural & semi-synthetic opioids (T40.2),156.0
15937,NM,2017,February,Percent with drugs specified,98.1781376518219
15938,NM,2017,February,Psychostimulants with abuse potential (T43.6),133.0
15939,NM,2017,February,Number of Deaths,17857.0
15940,NM,2017,February,Number of Drug Overdose Deaths,494.0
15941,NM,2017,February,Methadone (T40.3),44.0
15942,NM,2017,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",191.0
15943,NM,2017,February,Heroin (T40.1),158.0
15944,NM,2017,February,"Synthetic opioids, excl. methadone (T40.4)",79.0
15945,NM,2017,February,"Opioids (T40.0-T40.4,T40.6)",353.0
15946,NM,2017,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",248.0
15947,NM,2017,February,Cocaine (T40.5),56.0
15948,NM,2017,January,Number of Deaths,17805.0
15949,NM,2017,January,Psychostimulants with abuse potential (T43.6),134.0
15950,NM,2017,January,Methadone (T40.3),42.0
15951,NM,2017,January,Number of Drug Overdose Deaths,506.0
15952,NM,2017,January,Natural & semi-synthetic opioids (T40.2),158.0
15953,NM,2017,January,Percent with drugs specified,98.4189723320158
15954,NM,2017,January,"Synthetic opioids, excl. methadone (T40.4)",82.0
15955,NM,2017,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",192.0
15956,NM,2017,January,Heroin (T40.1),166.0
15957,NM,2017,January,"Opioids (T40.0-T40.4,T40.6)",361.0
15958,NM,2017,January,Cocaine (T40.5),61.0
15959,NM,2017,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",250.0
15960,NM,2017,July,Heroin (T40.1),170.0
15961,NM,2017,July,Number of Drug Overdose Deaths,515.0
15962,NM,2017,July,"Opioids (T40.0-T40.4,T40.6)",359.0
15963,NM,2017,July,Number of Deaths,17911.0
15964,NM,2017,July,Natural & semi-synthetic opioids (T40.2),165.0
15965,NM,2017,July,"Synthetic opioids, excl. methadone (T40.4)",76.0
15966,NM,2017,July,Cocaine (T40.5),55.0
15967,NM,2017,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",247.0
15968,NM,2017,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",193.0
15969,NM,2017,July,Psychostimulants with abuse potential (T43.6),164.0
15970,NM,2017,July,Percent with drugs specified,98.6407766990291
15971,NM,2017,July,Methadone (T40.3),36.0
15972,NM,2017,June,"Synthetic opioids, excl. methadone (T40.4)",69.0
15973,NM,2017,June,Number of Deaths,17918.0
15974,NM,2017,June,Heroin (T40.1),167.0
15975,NM,2017,June,Psychostimulants with abuse potential (T43.6),161.0
15976,NM,2017,June,"Opioids (T40.0-T40.4,T40.6)",351.0
15977,NM,2017,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",192.0
15978,NM,2017,June,Number of Drug Overdose Deaths,507.0
15979,NM,2017,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",239.0
15980,NM,2017,June,Percent with drugs specified,98.422090729783
15981,NM,2017,June,Methadone (T40.3),36.0
15982,NM,2017,June,Cocaine (T40.5),60.0
15983,NM,2017,June,Natural & semi-synthetic opioids (T40.2),164.0
15984,NM,2017,March,Natural & semi-synthetic opioids (T40.2),161.0
15985,NM,2017,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",193.0
15986,NM,2017,March,Psychostimulants with abuse potential (T43.6),135.0
15987,NM,2017,March,Number of Deaths,17778.0
15988,NM,2017,March,Number of Drug Overdose Deaths,495.0
15989,NM,2017,March,"Synthetic opioids, excl. methadone (T40.4)",81.0
15990,NM,2017,March,"Opioids (T40.0-T40.4,T40.6)",354.0
15991,NM,2017,March,Methadone (T40.3),39.0
15992,NM,2017,March,Cocaine (T40.5),56.0
15993,NM,2017,March,Heroin (T40.1),164.0
15994,NM,2017,March,Percent with drugs specified,98.38383838383841
15995,NM,2017,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",251.0
15996,NM,2017,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",193.0
15997,NM,2017,May,"Synthetic opioids, excl. methadone (T40.4)",71.0
15998,NM,2017,May,Number of Deaths,17875.0
15999,NM,2017,May,Percent with drugs specified,98.43444227005872
16000,NM,2017,May,Psychostimulants with abuse potential (T43.6),159.0
16001,NM,2017,May,Heroin (T40.1),164.0
