State,Year,Month,Drug Name,Death Count
NV,2017,June,Cocaine ,55
NV,2017,June,Heroin ,98
NV,2017,June,Methadone,51
NV,2017,June,Opioids ,419
NV,2017,June,Prescription Opioids,870
NV,2017,July,Cocaine ,54
NV,2017,July,Heroin ,99
NV,2017,July,Methadone,50
NV,2017,July,Opioids ,417
NV,2017,July,Prescription Opioids,874
NV,2017,August,Cocaine ,52
NV,2017,August,Heroin ,100
NV,2017,August,Methadone,50
NV,2017,August,Opioids ,420
NV,2017,August,Prescription Opioids,877
NV,2017,September,Cocaine ,55
NV,2017,September,Heroin ,98
NV,2017,September,Methadone,46
NV,2017,September,Opioids ,420
NV,2017,September,Prescription Opioids,887
NV,2017,October,Cocaine ,59
NV,2017,October,Heroin ,102
NV,2017,October,Methadone,47
NV,2017,October,Opioids ,423
NV,2017,October,Prescription Opioids,894
NV,2017,November,Cocaine ,56
NV,2017,November,Heroin ,100
NV,2017,November,Methadone,44
NV,2017,November,Opioids ,423
NV,2017,November,Prescription Opioids,911
NV,2017,December,Cocaine ,59
NV,2017,December,Heroin ,104
NV,2017,December,Methadone,49
NV,2017,December,Opioids ,438
NV,2017,December,Prescription Opioids,951
NV,2018,January,Cocaine ,57
NV,2018,January,Heroin ,99
NV,2018,January,Methadone,47
NV,2018,January,Opioids ,434
NV,2018,January,Prescription Opioids,965
NV,2018,February,Cocaine ,60
NV,2018,February,Heroin ,105
NV,2018,February,Methadone,44
NV,2018,February,Opioids ,445
NV,2018,February,Prescription Opioids,986
NV,2018,March,Cocaine ,54
NV,2018,March,Heroin ,102
NV,2018,March,Methadone,42
NV,2018,March,Opioids ,422
NV,2018,March,Prescription Opioids,934
NV,2018,April,Cocaine ,57
NV,2018,April,Heroin ,104
NV,2018,April,Methadone,42
NV,2018,April,Opioids ,416
NV,2018,April,Prescription Opioids,921
NV,2018,May,Cocaine ,58
NV,2018,May,Heroin ,106
NV,2018,May,Methadone,43
NV,2018,May,Opioids ,415
NV,2018,May,Prescription Opioids,911
NV,2018,June,Cocaine ,59
NV,2018,June,Heroin ,109
NV,2018,June,Methadone,41
NV,2018,June,Opioids ,410
NV,2018,June,Prescription Opioids,885
NV,2018,July,Cocaine ,55
NV,2018,July,Heroin ,116
NV,2018,July,Methadone,37
NV,2018,July,Opioids ,411
NV,2018,July,Prescription Opioids,879
NV,2018,August,Cocaine ,54
NV,2018,August,Heroin ,114
NV,2018,August,Methadone,32
NV,2018,August,Opioids ,403
NV,2018,August,Prescription Opioids,874
NV,2018,September,Cocaine ,52
NV,2018,September,Heroin ,114
NV,2018,September,Methadone,33
NV,2018,September,Opioids ,405
NV,2018,September,Prescription Opioids,882
NV,2018,October,Cocaine ,49
NV,2018,October,Heroin ,112
NV,2018,October,Methadone,34
NV,2018,October,Opioids ,399
NV,2018,October,Prescription Opioids,869
NV,2018,November,Cocaine ,52
NV,2018,November,Heroin ,114
NV,2018,November,Methadone,35
NV,2018,November,Opioids ,394
NV,2018,November,Prescription Opioids,846
NV,2018,December,Cocaine ,48
NV,2018,December,Heroin ,118
NV,2018,December,Methadone,35
NV,2018,December,Opioids ,396
NV,2018,December,Prescription Opioids,847
NV,2019,January,Cocaine ,48
NV,2019,January,Heroin ,122
NV,2019,January,Methadone,35
NV,2019,January,Opioids ,413
NV,2019,January,Prescription Opioids,885
NV,2019,February,Cocaine ,49
NV,2019,February,Heroin ,123
NV,2019,February,Methadone,36
NV,2019,February,Opioids ,410
NV,2019,February,Prescription Opioids,863
NV,2019,March,Cocaine ,53
NV,2019,March,Heroin ,124
NV,2019,March,Methadone,33
NV,2019,March,Opioids ,414
NV,2019,March,Prescription Opioids,863
NV,2019,April,Cocaine ,48
NV,2019,April,Heroin ,129
NV,2019,April,Methadone,34
NV,2019,April,Opioids ,422
NV,2019,April,Prescription Opioids,876
NV,2019,May,Cocaine ,47
NV,2019,May,Heroin ,134
NV,2019,May,Methadone,36
NV,2019,May,Opioids ,428
NV,2019,May,Prescription Opioids,894
NV,2019,June,Cocaine ,46
NV,2019,June,Heroin ,139
NV,2019,June,Methadone,35
NV,2019,June,Opioids ,424
NV,2019,June,Prescription Opioids,871
NV,2019,July,Cocaine ,51
NV,2019,July,Heroin ,133
NV,2019,July,Methadone,35
NV,2019,July,Opioids ,418
NV,2019,July,Prescription Opioids,858
NV,2019,August,Cocaine ,52
NV,2019,August,Heroin ,133
NV,2019,August,Methadone,35
NV,2019,August,Opioids ,417
NV,2019,August,Prescription Opioids,852
NV,2019,September,Cocaine ,58
NV,2019,September,Heroin ,135
NV,2019,September,Methadone,37
NV,2019,September,Opioids ,418
NV,2019,September,Prescription Opioids,840
NV,2019,October,Cocaine ,57
NV,2019,October,Heroin ,138
NV,2019,October,Methadone,34
NV,2019,October,Opioids ,412
NV,2019,October,Prescription Opioids,815
NV,2019,November,Cocaine ,58
NV,2019,November,Heroin ,139
NV,2019,November,Methadone,33
NV,2019,November,Opioids ,414
NV,2019,November,Prescription Opioids,816
NV,2019,December,Cocaine ,59
NV,2019,December,Heroin ,136
NV,2019,December,Methadone,32
NV,2019,December,Opioids ,411
NV,2019,December,Prescription Opioids,808
NY,2016,January,Cocaine ,366
NY,2016,January,Heroin ,682
NY,2016,January,Methadone,121
NY,2016,January,Opioids ,1499
NY,2016,January,Prescription Opioids,2610
NY,2016,February,Cocaine ,377
NY,2016,February,Heroin ,704
NY,2016,February,Methadone,127
NY,2016,February,Opioids ,1571
NY,2016,February,Prescription Opioids,2788
NY,2016,March,Cocaine ,378
NY,2016,March,Heroin ,728
NY,2016,March,Methadone,130
NY,2016,March,Opioids ,1621
NY,2016,March,Prescription Opioids,2931
NY,2016,April,Cocaine ,382
NY,2016,April,Heroin ,738
NY,2016,April,Methadone,122
NY,2016,April,Opioids ,1644
NY,2016,April,Prescription Opioids,2989
NY,2016,May,Cocaine ,393
NY,2016,May,Heroin ,730
NY,2016,May,Methadone,119
NY,2016,May,Opioids ,1673
NY,2016,May,Prescription Opioids,3099
NY,2016,June,Cocaine ,420
NY,2016,June,Heroin ,753
NY,2016,June,Methadone,124
NY,2016,June,Opioids ,1713
NY,2016,June,Prescription Opioids,3233
NY,2016,July,Cocaine ,440
NY,2016,July,Heroin ,764
NY,2016,July,Methadone,122
NY,2016,July,Opioids ,1752
NY,2016,July,Prescription Opioids,3330
NY,2016,August,Cocaine ,467
NY,2016,August,Heroin ,762
NY,2016,August,Methadone,123
NY,2016,August,Opioids ,1785
NY,2016,August,Prescription Opioids,3416
NY,2016,September,Cocaine ,478
NY,2016,September,Heroin ,765
NY,2016,September,Methadone,116
NY,2016,September,Opioids ,1813
NY,2016,September,Prescription Opioids,3520
NY,2016,October,Cocaine ,488
NY,2016,October,Heroin ,763
NY,2016,October,Methadone,118
NY,2016,October,Opioids ,1854
NY,2016,October,Prescription Opioids,3666
NY,2016,November,Cocaine ,502
NY,2016,November,Heroin ,763
NY,2016,November,Methadone,124
NY,2016,November,Opioids ,1880
NY,2016,November,Prescription Opioids,3756
NY,2016,December,Cocaine ,517
NY,2016,December,Heroin ,770
NY,2016,December,Methadone,123
NY,2016,December,Opioids ,1928
NY,2016,December,Prescription Opioids,3882
NY,2017,January,Cocaine ,531
NY,2017,January,Heroin ,769
NY,2017,January,Methadone,122
NY,2017,January,Opioids ,1956
NY,2017,January,Prescription Opioids,4010
NY,2017,February,Cocaine ,543
NY,2017,February,Heroin ,771
NY,2017,February,Methadone,117
NY,2017,February,Opioids ,1958
NY,2017,February,Prescription Opioids,4035
NY,2017,March,Cocaine ,569
NY,2017,March,Heroin ,779
NY,2017,March,Methadone,115
NY,2017,March,Opioids ,1995
NY,2017,March,Prescription Opioids,4141
NY,2017,April,Cocaine ,585
NY,2017,April,Heroin ,779
NY,2017,April,Methadone,115
NY,2017,April,Opioids ,1999
NY,2017,April,Prescription Opioids,4176
NY,2017,May,Cocaine ,612
NY,2017,May,Heroin ,794
NY,2017,May,Methadone,118
NY,2017,May,Opioids ,2054
NY,2017,May,Prescription Opioids,4296
NY,2017,June,Cocaine ,629
NY,2017,June,Heroin ,784
NY,2017,June,Methadone,120
NY,2017,June,Opioids ,2094
NY,2017,June,Prescription Opioids,4392
NY,2017,July,Cocaine ,644
NY,2017,July,Heroin ,792
NY,2017,July,Methadone,124
NY,2017,July,Opioids ,2112
NY,2017,July,Prescription Opioids,4467
NY,2017,August,Cocaine ,650
NY,2017,August,Heroin ,800
NY,2017,August,Methadone,123
NY,2017,August,Opioids ,2122
NY,2017,August,Prescription Opioids,4489
NY,2017,September,Cocaine ,679
NY,2017,September,Heroin ,786
NY,2017,September,Methadone,127
NY,2017,September,Opioids ,2145
NY,2017,September,Prescription Opioids,4558
NY,2017,October,Cocaine ,683
NY,2017,October,Heroin ,783
NY,2017,October,Methadone,130
NY,2017,October,Opioids ,2118
NY,2017,October,Prescription Opioids,4500
NY,2017,November,Cocaine ,676
NY,2017,November,Heroin ,751
NY,2017,November,Methadone,125
NY,2017,November,Opioids ,2078
NY,2017,November,Prescription Opioids,4470
NY,2017,December,Cocaine ,690
NY,2017,December,Heroin ,748
NY,2017,December,Methadone,125
NY,2017,December,Opioids ,2063
NY,2017,December,Prescription Opioids,4429
NY,2018,January,Cocaine ,702
NY,2018,January,Heroin ,749
NY,2018,January,Methadone,117
NY,2018,January,Opioids ,2056
NY,2018,January,Prescription Opioids,4426
NY,2018,February,Cocaine ,692
NY,2018,February,Heroin ,720
NY,2018,February,Methadone,117
NY,2018,February,Opioids ,2014
NY,2018,February,Prescription Opioids,4364
NY,2018,March,Cocaine ,674
NY,2018,March,Heroin ,691
NY,2018,March,Methadone,116
NY,2018,March,Opioids ,1950
NY,2018,March,Prescription Opioids,4251
NY,2018,April,Cocaine ,655
NY,2018,April,Heroin ,680
NY,2018,April,Methadone,116
NY,2018,April,Opioids ,1917
NY,2018,April,Prescription Opioids,4226
NY,2018,May,Cocaine ,652
NY,2018,May,Heroin ,672
NY,2018,May,Methadone,113
NY,2018,May,Opioids ,1869
NY,2018,May,Prescription Opioids,4166
NY,2018,June,Cocaine ,664
NY,2018,June,Heroin ,673
NY,2018,June,Methadone,111
NY,2018,June,Opioids ,1842
NY,2018,June,Prescription Opioids,4134
NY,2018,July,Cocaine ,665
NY,2018,July,Heroin ,662
NY,2018,July,Methadone,108
NY,2018,July,Opioids ,1832
NY,2018,July,Prescription Opioids,4109
NY,2018,August,Cocaine ,663
NY,2018,August,Heroin ,647
NY,2018,August,Methadone,107
NY,2018,August,Opioids ,1837
NY,2018,August,Prescription Opioids,4162
NY,2018,September,Cocaine ,645
NY,2018,September,Heroin ,638
NY,2018,September,Methadone,106
NY,2018,September,Opioids ,1799
NY,2018,September,Prescription Opioids,4080
NY,2018,October,Cocaine ,678
NY,2018,October,Heroin ,643
NY,2018,October,Methadone,105
NY,2018,October,Opioids ,1841
NY,2018,October,Prescription Opioids,4183
NY,2018,November,Cocaine ,685
NY,2018,November,Heroin ,660
NY,2018,November,Methadone,107
NY,2018,November,Opioids ,1862
NY,2018,November,Prescription Opioids,4198
NY,2018,December,Cocaine ,670
NY,2018,December,Heroin ,662
NY,2018,December,Methadone,101
NY,2018,December,Opioids ,1856
NY,2018,December,Prescription Opioids,4186
NY,2019,January,Cocaine ,646
NY,2019,January,Heroin ,621
NY,2019,January,Methadone,103
NY,2019,January,Opioids ,1787
NY,2019,January,Prescription Opioids,4039
NY,2019,February,Cocaine ,662
NY,2019,February,Heroin ,628
NY,2019,February,Methadone,98
NY,2019,February,Opioids ,1786
NY,2019,February,Prescription Opioids,4024
NY,2019,March,Cocaine ,669
NY,2019,March,Heroin ,634
NY,2019,March,Methadone,103
NY,2019,March,Opioids ,1800
NY,2019,March,Prescription Opioids,4068
NY,2019,April,Cocaine ,675
NY,2019,April,Heroin ,621
NY,2019,April,Methadone,104
NY,2019,April,Opioids ,1785
NY,2019,April,Prescription Opioids,4016
NY,2019,May,Cocaine ,670
NY,2019,May,Heroin ,597
NY,2019,May,Methadone,99
NY,2019,May,Opioids ,1754
NY,2019,May,Prescription Opioids,3938
NY,2019,June,Cocaine ,649
NY,2019,June,Heroin ,584
NY,2019,June,Methadone,96
NY,2019,June,Opioids ,1741
NY,2019,June,Prescription Opioids,3906
NY,2019,July,Cocaine ,653
NY,2019,July,Heroin ,563
NY,2019,July,Methadone,96
NY,2019,July,Opioids ,1737
NY,2019,July,Prescription Opioids,3916
NY,2019,August,Cocaine ,659
NY,2019,August,Heroin ,552
NY,2019,August,Methadone,100
NY,2019,August,Opioids ,1724
NY,2019,August,Prescription Opioids,3887
NY,2019,September,Cocaine ,668
NY,2019,September,Heroin ,554
NY,2019,September,Methadone,104
NY,2019,September,Opioids ,1733
NY,2019,September,Prescription Opioids,3925
NY,2019,October,Cocaine ,657
NY,2019,October,Heroin ,528
NY,2019,October,Methadone,102
NY,2019,October,Opioids ,1715
NY,2019,October,Prescription Opioids,3906
NY,2019,November,Cocaine ,677
NY,2019,November,Heroin ,525
NY,2019,November,Methadone,106
NY,2019,November,Opioids ,1729
NY,2019,November,Prescription Opioids,3955
NY,2019,December,Cocaine ,692
NY,2019,December,Heroin ,505
NY,2019,December,Methadone,110
NY,2019,December,Opioids ,1709
NY,2019,December,Prescription Opioids,3933
OH,2016,January,Cocaine ,721
OH,2016,January,Heroin ,1511
OH,2016,January,Methadone,108
OH,2016,January,Opioids ,2801
OH,2016,January,Prescription Opioids,4649
OH,2016,February,Cocaine ,751
OH,2016,February,Heroin ,1527
OH,2016,February,Methadone,109
OH,2016,February,Opioids ,2870
OH,2016,February,Prescription Opioids,4766
OH,2016,March,Cocaine ,777
OH,2016,March,Heroin ,1540
OH,2016,March,Methadone,105
OH,2016,March,Opioids ,2965
OH,2016,March,Prescription Opioids,4975
OH,2016,April,Cocaine ,797
OH,2016,April,Heroin ,1518
OH,2016,April,Methadone,110
OH,2016,April,Opioids ,2987
OH,2016,April,Prescription Opioids,5083
OH,2016,May,Cocaine ,828
OH,2016,May,Heroin ,1518
OH,2016,May,Methadone,102
OH,2016,May,Opioids ,3018
OH,2016,May,Prescription Opioids,5185
OH,2016,June,Cocaine ,854
OH,2016,June,Heroin ,1508
OH,2016,June,Methadone,99
OH,2016,June,Opioids ,3062
OH,2016,June,Prescription Opioids,5299
OH,2016,July,Cocaine ,903
OH,2016,July,Heroin ,1487
OH,2016,July,Methadone,101
OH,2016,July,Opioids ,3148
OH,2016,July,Prescription Opioids,5493
OH,2016,August,Cocaine ,931
OH,2016,August,Heroin ,1494
OH,2016,August,Methadone,97
OH,2016,August,Opioids ,3237
OH,2016,August,Prescription Opioids,5708
OH,2016,September,Cocaine ,984
OH,2016,September,Heroin ,1501
OH,2016,September,Methadone,100
OH,2016,September,Opioids ,3358
OH,2016,September,Prescription Opioids,6059
OH,2016,October,Cocaine ,1024
OH,2016,October,Heroin ,1496
OH,2016,October,Methadone,101
OH,2016,October,Opioids ,3456
OH,2016,October,Prescription Opioids,6283
OH,2016,November,Cocaine ,1070
OH,2016,November,Heroin ,1477
OH,2016,November,Methadone,95
OH,2016,November,Opioids ,3514
OH,2016,November,Prescription Opioids,6514
OH,2016,December,Cocaine ,1137
OH,2016,December,Heroin ,1469
OH,2016,December,Methadone,98
OH,2016,December,Opioids ,3627
OH,2016,December,Prescription Opioids,6850
OH,2017,January,Cocaine ,1211
OH,2017,January,Heroin ,1440
OH,2017,January,Methadone,101
OH,2017,January,Opioids ,3782
OH,2017,January,Prescription Opioids,7288
OH,2017,February,Cocaine ,1266
OH,2017,February,Heroin ,1430
OH,2017,February,Methadone,104
OH,2017,February,Opioids ,3965
OH,2017,February,Prescription Opioids,7805
OH,2017,March,Cocaine ,1307
OH,2017,March,Heroin ,1387
OH,2017,March,Methadone,105
OH,2017,March,Opioids ,4012
OH,2017,March,Prescription Opioids,7980
OH,2017,April,Cocaine ,1379
OH,2017,April,Heroin ,1373
OH,2017,April,Methadone,95
OH,2017,April,Opioids ,4182
OH,2017,April,Prescription Opioids,8460
OH,2017,May,Cocaine ,1465
OH,2017,May,Heroin ,1344
OH,2017,May,Methadone,105
OH,2017,May,Opioids ,4336
OH,2017,May,Prescription Opioids,8932
OH,2017,June,Cocaine ,1517
OH,2017,June,Heroin ,1310
OH,2017,June,Methadone,107
OH,2017,June,Opioids ,4450
OH,2017,June,Prescription Opioids,9242
OH,2017,July,Cocaine ,1529
OH,2017,July,Heroin ,1258
OH,2017,July,Methadone,106
OH,2017,July,Opioids ,4464
OH,2017,July,Prescription Opioids,9401
OH,2017,August,Cocaine ,1559
OH,2017,August,Heroin ,1209
OH,2017,August,Methadone,109
OH,2017,August,Opioids ,4435
OH,2017,August,Prescription Opioids,9469
OH,2017,September,Cocaine ,1585
OH,2017,September,Heroin ,1143
OH,2017,September,Methadone,109
OH,2017,September,Opioids ,4432
OH,2017,September,Prescription Opioids,9516
OH,2017,October,Cocaine ,1600
OH,2017,October,Heroin ,1110
OH,2017,October,Methadone,108
OH,2017,October,Opioids ,4411
OH,2017,October,Prescription Opioids,9520
OH,2017,November,Cocaine ,1597
OH,2017,November,Heroin ,1067
OH,2017,November,Methadone,108
OH,2017,November,Opioids ,4405
OH,2017,November,Prescription Opioids,9529
OH,2017,December,Cocaine ,1576
OH,2017,December,Heroin ,1016
OH,2017,December,Methadone,109
OH,2017,December,Opioids ,4327
OH,2017,December,Prescription Opioids,9375
OH,2018,January,Cocaine ,1520
OH,2018,January,Heroin ,967
OH,2018,January,Methadone,99
OH,2018,January,Opioids ,4131
OH,2018,January,Prescription Opioids,8947
OH,2018,February,Cocaine ,1473
OH,2018,February,Heroin ,928
OH,2018,February,Methadone,91
OH,2018,February,Opioids ,3940
OH,2018,February,Prescription Opioids,8525
OH,2018,March,Cocaine ,1447
OH,2018,March,Heroin ,904
OH,2018,March,Methadone,90
OH,2018,March,Opioids ,3852
OH,2018,March,Prescription Opioids,8348
OH,2018,April,Cocaine ,1368
OH,2018,April,Heroin ,855
OH,2018,April,Methadone,89
OH,2018,April,Opioids ,3648
OH,2018,April,Prescription Opioids,7852
OH,2018,May,Cocaine ,1302
OH,2018,May,Heroin ,821
OH,2018,May,Methadone,86
OH,2018,May,Opioids ,3517
OH,2018,May,Prescription Opioids,7510
OH,2018,June,Cocaine ,1260
OH,2018,June,Heroin ,798
OH,2018,June,Methadone,85
OH,2018,June,Opioids ,3419
OH,2018,June,Prescription Opioids,7336
OH,2018,July,Cocaine ,1240
OH,2018,July,Heroin ,797
OH,2018,July,Methadone,85
OH,2018,July,Opioids ,3384
OH,2018,July,Prescription Opioids,7265
OH,2018,August,Cocaine ,1232
OH,2018,August,Heroin ,796
OH,2018,August,Methadone,77
OH,2018,August,Opioids ,3407
OH,2018,August,Prescription Opioids,7287
OH,2018,September,Cocaine ,1175
OH,2018,September,Heroin ,783
OH,2018,September,Methadone,77
OH,2018,September,Opioids ,3347
OH,2018,September,Prescription Opioids,7143
OH,2018,October,Cocaine ,1153
OH,2018,October,Heroin ,762
OH,2018,October,Methadone,75
OH,2018,October,Opioids ,3317
OH,2018,October,Prescription Opioids,7077
OH,2018,November,Cocaine ,1129
OH,2018,November,Heroin ,730
OH,2018,November,Methadone,72
OH,2018,November,Opioids ,3259
OH,2018,November,Prescription Opioids,6954
OH,2018,December,Cocaine ,1112
OH,2018,December,Heroin ,712
OH,2018,December,Methadone,71
OH,2018,December,Opioids ,3259
OH,2018,December,Prescription Opioids,6960
OH,2019,January,Cocaine ,1123
OH,2019,January,Heroin ,718
OH,2019,January,Methadone,74
OH,2019,January,Opioids ,3297
OH,2019,January,Prescription Opioids,7053
OH,2019,February,Cocaine ,1117
OH,2019,February,Heroin ,712
OH,2019,February,Methadone,76
OH,2019,February,Opioids ,3282
OH,2019,February,Prescription Opioids,7008
OH,2019,March,Cocaine ,1122
OH,2019,March,Heroin ,701
OH,2019,March,Methadone,71
OH,2019,March,Opioids ,3316
OH,2019,March,Prescription Opioids,7066
OH,2019,April,Cocaine ,1152
OH,2019,April,Heroin ,696
OH,2019,April,Methadone,73
OH,2019,April,Opioids ,3356
OH,2019,April,Prescription Opioids,7110
OH,2019,May,Cocaine ,1165
OH,2019,May,Heroin ,673
OH,2019,May,Methadone,71
OH,2019,May,Opioids ,3365
OH,2019,May,Prescription Opioids,7108
OH,2019,June,Cocaine ,1175
OH,2019,June,Heroin ,665
OH,2019,June,Methadone,73
OH,2019,June,Opioids ,3381
OH,2019,June,Prescription Opioids,7134
OH,2019,July,Cocaine ,1177
OH,2019,July,Heroin ,656
OH,2019,July,Methadone,72
OH,2019,July,Opioids ,3394
OH,2019,July,Prescription Opioids,7147
OH,2019,August,Cocaine ,1178
OH,2019,August,Heroin ,622
OH,2019,August,Methadone,74
OH,2019,August,Opioids ,3354
OH,2019,August,Prescription Opioids,7065
OH,2019,September,Cocaine ,1191
OH,2019,September,Heroin ,599
OH,2019,September,Methadone,73
OH,2019,September,Opioids ,3347
OH,2019,September,Prescription Opioids,7043
OH,2019,October,Cocaine ,1194
OH,2019,October,Heroin ,574
OH,2019,October,Methadone,76
OH,2019,October,Opioids ,3368
OH,2019,October,Prescription Opioids,7101
OH,2019,November,Cocaine ,1226
OH,2019,November,Heroin ,565
OH,2019,November,Methadone,76
OH,2019,November,Opioids ,3463
OH,2019,November,Prescription Opioids,7350
OH,2019,December,Cocaine ,1235
OH,2019,December,Heroin ,536
OH,2019,December,Methadone,71
OH,2019,December,Opioids ,3484
OH,2019,December,Prescription Opioids,7387
OK,2016,January,Cocaine ,29
OK,2016,January,Heroin ,34
OK,2016,January,Methadone,56
OK,2016,January,Opioids ,411
OK,2016,January,Prescription Opioids,1053
OK,2016,February,Cocaine ,24
OK,2016,February,Heroin ,34
OK,2016,February,Methadone,60
OK,2016,February,Opioids ,420
OK,2016,February,Prescription Opioids,1074
OK,2016,March,Cocaine ,22
OK,2016,March,Heroin ,34
OK,2016,March,Methadone,52
OK,2016,March,Opioids ,409
OK,2016,March,Prescription Opioids,1047
OK,2016,April,Cocaine ,24
OK,2016,April,Heroin ,38
OK,2016,April,Methadone,52
OK,2016,April,Opioids ,410
OK,2016,April,Prescription Opioids,1060
OK,2016,May,Cocaine ,26
OK,2016,May,Heroin ,45
OK,2016,May,Methadone,52
OK,2016,May,Opioids ,414
OK,2016,May,Prescription Opioids,1050
OK,2016,June,Cocaine ,24
OK,2016,June,Heroin ,44
OK,2016,June,Methadone,48
OK,2016,June,Opioids ,401
OK,2016,June,Prescription Opioids,1017
OK,2016,July,Cocaine ,27
OK,2016,July,Heroin ,46
OK,2016,July,Methadone,46
OK,2016,July,Opioids ,411
OK,2016,July,Prescription Opioids,1039
OK,2016,August,Cocaine ,26
OK,2016,August,Heroin ,47
OK,2016,August,Methadone,45
OK,2016,August,Opioids ,425
OK,2016,August,Prescription Opioids,1086
OK,2016,September,Cocaine ,27
OK,2016,September,Heroin ,50
OK,2016,September,Methadone,44
OK,2016,September,Opioids ,420
OK,2016,September,Prescription Opioids,1062
OK,2016,October,Cocaine ,30
OK,2016,October,Heroin ,52
OK,2016,October,Methadone,44
OK,2016,October,Opioids ,425
OK,2016,October,Prescription Opioids,1063
OK,2016,November,Cocaine ,32
OK,2016,November,Heroin ,51
OK,2016,November,Methadone,41
OK,2016,November,Opioids ,418
OK,2016,November,Prescription Opioids,1042
OK,2016,December,Cocaine ,30
OK,2016,December,Heroin ,48
OK,2016,December,Methadone,44
OK,2016,December,Opioids ,432
OK,2016,December,Prescription Opioids,1078
OK,2017,January,Cocaine ,32
OK,2017,January,Heroin ,51
OK,2017,January,Methadone,43
OK,2017,January,Opioids ,448
OK,2017,January,Prescription Opioids,1114
OK,2017,February,Cocaine ,31
OK,2017,February,Heroin ,56
OK,2017,February,Methadone,39
OK,2017,February,Opioids ,446
OK,2017,February,Prescription Opioids,1095
OK,2017,March,Cocaine ,33
OK,2017,March,Heroin ,61
OK,2017,March,Methadone,39
OK,2017,March,Opioids ,448
OK,2017,March,Prescription Opioids,1090
OK,2017,April,Cocaine ,36
OK,2017,April,Heroin ,61
OK,2017,April,Methadone,41
OK,2017,April,Opioids ,447
OK,2017,April,Prescription Opioids,1066
OK,2017,May,Cocaine ,36
OK,2017,May,Heroin ,55
OK,2017,May,Methadone,38
OK,2017,May,Opioids ,438
OK,2017,May,Prescription Opioids,1059
OK,2017,June,Cocaine ,41
OK,2017,June,Heroin ,62
OK,2017,June,Methadone,39
OK,2017,June,Opioids ,452
OK,2017,June,Prescription Opioids,1083
OK,2017,July,Cocaine ,40
OK,2017,July,Heroin ,65
OK,2017,July,Methadone,41
OK,2017,July,Opioids ,450
OK,2017,July,Prescription Opioids,1053
OK,2017,August,Cocaine ,44
OK,2017,August,Heroin ,65
OK,2017,August,Methadone,37
OK,2017,August,Opioids ,428
OK,2017,August,Prescription Opioids,992
OK,2017,September,Cocaine ,44
OK,2017,September,Heroin ,65
OK,2017,September,Methadone,34
OK,2017,September,Opioids ,424
OK,2017,September,Prescription Opioids,985
OK,2017,October,Cocaine ,40
OK,2017,October,Heroin ,61
OK,2017,October,Methadone,32
OK,2017,October,Opioids ,401
OK,2017,October,Prescription Opioids,932
OK,2017,November,Cocaine ,39
OK,2017,November,Heroin ,59
OK,2017,November,Methadone,33
OK,2017,November,Opioids ,402
OK,2017,November,Prescription Opioids,938
OK,2017,December,Cocaine ,44
OK,2017,December,Heroin ,60
OK,2017,December,Methadone,30
OK,2017,December,Opioids ,387
OK,2017,December,Prescription Opioids,906
OK,2018,January,Cocaine ,47
OK,2018,January,Heroin ,59
OK,2018,January,Methadone,31
OK,2018,January,Opioids ,376
OK,2018,January,Prescription Opioids,874
OK,2018,February,Cocaine ,47
OK,2018,February,Heroin ,59
OK,2018,February,Methadone,27
OK,2018,February,Opioids ,351
OK,2018,February,Prescription Opioids,810
OK,2018,March,Cocaine ,47
OK,2018,March,Heroin ,57
OK,2018,March,Methadone,27
OK,2018,March,Opioids ,344
OK,2018,March,Prescription Opioids,796
OK,2018,April,Cocaine ,47
OK,2018,April,Heroin ,55
OK,2018,April,Methadone,27
OK,2018,April,Opioids ,332
OK,2018,April,Prescription Opioids,767
OK,2018,May,Cocaine ,43
OK,2018,May,Heroin ,66
OK,2018,May,Methadone,28
OK,2018,May,Opioids ,338
OK,2018,May,Prescription Opioids,765
OK,2018,June,Cocaine ,41
OK,2018,June,Heroin ,66
OK,2018,June,Methadone,27
OK,2018,June,Opioids ,323
OK,2018,June,Prescription Opioids,726
OK,2018,July,Cocaine ,42
OK,2018,July,Heroin ,67
OK,2018,July,Methadone,25
OK,2018,July,Opioids ,309
OK,2018,July,Prescription Opioids,696
OK,2018,August,Cocaine ,43
OK,2018,August,Heroin ,70
OK,2018,August,Methadone,24
OK,2018,August,Opioids ,312
OK,2018,August,Prescription Opioids,698
OK,2018,September,Cocaine ,42
OK,2018,September,Heroin ,70
OK,2018,September,Methadone,24
OK,2018,September,Opioids ,306
OK,2018,September,Prescription Opioids,678
OK,2018,October,Cocaine ,47
OK,2018,October,Heroin ,74
OK,2018,October,Methadone,22
OK,2018,October,Opioids ,304
OK,2018,October,Prescription Opioids,660
OK,2018,November,Cocaine ,47
OK,2018,November,Heroin ,75
OK,2018,November,Methadone,20
OK,2018,November,Opioids ,301
OK,2018,November,Prescription Opioids,649
OK,2018,December,Cocaine ,44
OK,2018,December,Heroin ,81
OK,2018,December,Methadone,21
OK,2018,December,Opioids ,300
OK,2018,December,Prescription Opioids,633
OK,2019,January,Cocaine ,42
OK,2019,January,Heroin ,75
OK,2019,January,Methadone,22
OK,2019,January,Opioids ,287
OK,2019,January,Prescription Opioids,615
OK,2019,February,Cocaine ,42
OK,2019,February,Heroin ,75
OK,2019,February,Methadone,28
OK,2019,February,Opioids ,287
OK,2019,February,Prescription Opioids,614
